ticker,start_date,end_date,n_trading_days,min_price,max_price,first_price,latest_price,total_return_pct,mean_price
NVDA,2019-01-02,2026-06-12,1872,3.169262409210205,235.465576171875,3.373051881790161,205.19000244140625,5983.215130758881,58.4919831296827
000660.KS,2019-01-02,2026-06-12,1824,53585.0625,2363000.0,56278.24609375,2150000.0,3720.3038460339812,198849.238940858
MU,2019-01-02,2026-06-12,1872,30.233901977539062,1079.5699462890625,31.940645217895508,981.6099853515624,2973.2315476256945,104.01030100308932
AMD,2019-01-02,2026-06-12,1872,17.049999237060547,542.52001953125,18.82999992370605,511.5700073242188,2616.7817811840623,111.450261740603
SMCI,2019-01-02,2026-06-12,1872,1.472000002861023,118.80699920654295,1.5099999904632568,30.459999084472656,1917.218495155603,20.553923074888367
AVGO,2019-01-02,2026-06-12,1872,14.411805152893066,481.5700073242188,20.959407806396484,382.0700073242188,1722.9045918349705,108.39009112221564
TSM,2019-01-02,2026-06-12,1872,29.2386531829834,445.6463623046875,31.07669448852539,423.9299926757813,1264.1411985831094,125.12775863745274
ARM,2023-09-14,2026-06-12,689,47.869998931884766,411.8299865722656,63.59000015258789,380.80999755859375,498.85201548170795,132.30672715606468
