Date,Close,High,Low,Open,Volume
2019-01-02,31.07669448852539,31.272412599614835,30.63420009758188,30.80439074734733,5273100
2019-01-03,29.2386531829834,30.22575541314396,29.16206752520724,30.072584097591648,15998000
2019-01-04,29.757732391357422,29.808787330746746,29.1110083594058,29.323745929841888,14178200
2019-01-07,29.978965759277344,30.18319517155137,29.7577202049205,29.791755735202518,6850800
2019-01-08,29.732192993164062,29.936422429435513,29.476908632412318,29.876856186797333,11462600
2019-01-09,30.302331924438477,30.600163144716003,30.06406694821646,30.06406694821646,11770300
2019-01-10,30.991596221923828,31.042654388515984,30.123630112672725,30.17468503314837,7894600
2019-01-11,31.153291702270508,31.28944362348459,30.83844099311003,31.01713978105642,7232700
2019-01-14,30.429973602294922,30.795882398425896,30.395938065953896,30.744827470855874,6146200
2019-01-15,30.668249130249023,30.82992851621724,30.46401963302594,30.668249130249023,10165800
2019-01-16,30.327865600585938,30.659735670061966,30.327865600585938,30.549114477648295,8727400
2019-01-17,30.8809757232666,31.102221290993263,29.638589524695288,29.715171907044972,21916900
2019-01-18,31.348997116088867,31.493657053274905,30.77035087511165,30.83842843104616,12905900
2019-01-22,30.94904899597168,31.280918959488424,30.719292118279366,31.059673399182753,13381700
2019-01-23,31.051166534423828,31.263904031725367,30.83842903712229,31.08520206694346,13918600
2019-01-24,32.02976608276367,32.02976608276367,31.297948366842828,31.383045337367058,14094100
2019-01-25,32.45523452758789,32.55734762511555,32.23398894192515,32.33610203945281,16763700
2019-01-28,31.859569549560547,32.04677960429007,31.400058977405134,31.41707512227426,14086500
2019-01-29,30.915019989013672,31.731931340241243,30.889489277582264,31.731931340241243,10100800
2019-01-30,31.80850601196289,31.86807224123063,30.880970554073176,31.32346486157356,9281600
2019-01-31,32.01273727416992,32.42119287421275,31.748944858416163,31.748944858416163,7633400
2019-02-01,31.97019386291504,32.2254782346334,31.859569444927548,32.123365135169436,6438300
2019-02-04,32.2850456237793,32.34461187108695,31.808515645318078,31.910628748400192,7283800
2019-02-05,32.54884338378906,32.56586277639962,32.2339927357868,32.26802827489069,7314000
2019-02-06,32.9658088684082,33.03388318959638,32.59990005943514,32.69350184530426,8795200
2019-02-07,32.438209533691406,32.72753263180692,32.191436527802864,32.65094701036116,7916200
2019-02-08,32.15742111206055,32.26804234308187,31.910644680793933,32.089343511937905,7147200
2019-02-11,32.582889556884766,32.582889556884766,32.19145317643896,32.268035591375,8860700
2019-02-12,32.88071060180664,32.991335021220266,32.71051993642805,32.88071060180664,8831200
2019-02-13,32.44672775268555,32.744558984931665,32.37865018753388,32.6509539559066,7155600
2019-02-14,32.38715362548828,32.5147941599135,32.13186606440548,32.26801791546209,7782800
2019-02-15,32.41269302368164,32.57437239196121,32.2254829422188,32.25952172905156,6257600
2019-02-19,32.727542877197266,32.89773356103469,32.421200295513366,32.5233166534862,8105700
2019-02-20,33.18705749511719,33.62104066483862,33.093452454598335,33.1274912413538,7178600
2019-02-21,33.1700325012207,33.34022316014522,33.016861232800316,33.24661813543089,4607300
2019-02-22,33.518917083740234,33.535936471803325,33.25512468405321,33.28916021406303,5117800
2019-02-25,33.68060302734375,33.96992291510232,33.59550607848827,33.92737606373292,5101500
2019-02-26,33.6976203918457,33.75718663514425,33.51041358981461,33.53594105233776,5587300
2019-02-27,33.569984436035156,33.68911693896701,33.238114393262926,33.62103936808181,8194900
2019-02-28,33.22960662841797,33.43383611680277,33.1870597651221,33.289172886255706,5705100
